"code","scientific_name","common_name"
"comtai1","orthotomus sutorius","common tailorbird"
NA,"prinia hodgsonii","gray-breasted prinia"
NA,"prinia sylvatica","jungle prinia"
NA,"prinia flaviventris","yellow-bellied prinia"
"ashpri1","prinia socialis","ashy prinia"
NA,"prinia inornata","plain prinia"
NA,"cisticola juncidis","zitting cisticola"
NA,"cisticola exilis","golden-headed cisticola"
NA,"iduna caligata","booted warbler"
NA,"iduna rama","sykes's warbler"
NA,"hippolais polyglotta","melodious warbler"
NA,"hippolais icterina","icterine warbler"
NA,"acrocephalus schoenobaenus","sedge warbler"
NA,"acrocephalus agricola","paddyfield warbler"
"blrwar1","acrocephalus dumetorum","blyth's reed warbler"
NA,"acrocephalus palustris","marsh warbler"
NA,"acrocephalus scirpaceus","common reed warbler"
NA,"acrocephalus arundinaceus","great reed warbler"
NA,"acrocephalus orientalis","oriental reed warbler"
NA,"acrocephalus stentoreus","clamorous reed warbler"
NA,"locustella fluviatilis","river warbler"
NA,"locustella luscinioides","savi's warbler"
NA,"locustella naevia","common grasshopper warbler"
NA,"locustella alishanensis","taiwan bush warbler"
NA,"pnoepyga formosana","taiwan cupwing"
NA,"riparia chinensis","gray-throated martin"
"banswa","riparia riparia","bank swallow"
"eurcrm1","ptyonoprogne rupestris","eurasian crag-martin"
NA,"ptyonoprogne concolor","dusky crag-martin"
"pacswa1","hirundo tahitica","pacific swallow"
"barswa","hirundo rustica","barn swallow"
NA,"delichon dasypus","asian house-martin"
"rerswa1","cecropis daurica","red-rumped swallow"
"lessts1","cecropis abyssinica","lesser striped swallow"
NA,"petrochelidon fluvicola","streak-throated swallow"
"faimar2","petrochelidon ariel","fairy martin"
NA,"petrochelidon nigricans","tree martin"
NA,"iole propinqua","gray-eyed bulbul"
"yebbul3","acritillas indica","yellow-browed bulbul"
"brebul1","hypsipetes amaurotis","brown-eared bulbul"
"blabul1","hypsipetes leucocephalus","black bulbul"
NA,"hypsipetes ganeesa","square-tailed bulbul"
NA,"rubigula flaviventris","black-crested bulbul"
NA,"rubigula gularis","flame-throated bulbul"
NA,"spizixos semitorques","collared finchbill"
"whbbul2","pycnonotus luteolus","white-browed bulbul"
NA,"pycnonotus xantholaemus","yellow-throated bulbul"
"livbul1","pycnonotus sinensis","light-vented bulbul"
NA,"pycnonotus taivanus","styan's bulbul"
NA,"pycnonotus jocosus","red-whiskered bulbul"
"revbul","pycnonotus cafer","red-vented bulbul"
"whcbul2","pycnonotus leucogenys","himalayan bulbul"
NA,"pycnonotus xanthopygos","white-spectacled bulbul"
NA,"phylloscopus sibilatrix","wood warbler"
NA,"phylloscopus inornatus","yellow-browed warbler"
NA,"phylloscopus proregulus","pallas's leaf warbler"
NA,"phylloscopus chloronotus","lemon-rumped warbler"
NA,"phylloscopus tytleri","tytler's leaf warbler"
NA,"phylloscopus fuscatus","dusky warbler"
"wlwwar","phylloscopus trochilus","willow warbler"
"comchi1","phylloscopus collybita","common chiffchaff"
NA,"phylloscopus nitidus","green warbler"
NA,"phylloscopus trochiloides","greenish warbler"
NA,"phylloscopus magnirostris","large-billed leaf warbler"
NA,"phylloscopus borealis","arctic warbler"
NA,"phylloscopus examinandus","kamchatka leaf warbler"
NA,"phylloscopus occipitalis","western crowned warbler"
NA,"urosphena squameiceps","asian stubtail"
"cetwar1","cettia cetti","cetti's warbler"
NA,"abroscopus albogularis","rufous-faced warbler"
"jabwar","horornis diphone","japanese bush warbler"
"blttit2","aegithalos concinnus","black-throated tit"
NA,"sylvia atricapilla","eurasian blackcap"
NA,"sylvia borin","garden warbler"
NA,"curruca nisoria","barred warbler"
"leswhi4","curruca curruca","lesser whitethroat"
NA,"curruca crassirostris","eastern orphean warbler"
"sarwar1","curruca melanocephala","sardinian warbler"
"grewhi1","curruca communis","greater whitethroat"
NA,"chrysomma sinense","yellow-eyed babbler"
NA,"fulvetta vinipectus","white-browed fulvetta"
NA,"fulvetta formosana","taiwan fulvetta"
NA,"suthora verreauxi","golden parrotbill"
NA,"suthora webbiana","vinous-throated parrotbill"
NA,"yuhina brunneiceps","taiwan yuhina"
NA,"yuhina flavicollis","whiskered yuhina"
NA,"zosterops simplex","swinhoe's white-eye"
"warwhe1","zosterops japonicus","warbling white-eye"
NA,"zosterops palpebrosus","indian white-eye"
NA,"dumetia hyperythra","tawny-bellied babbler"
NA,"dumetia atriceps","dark-fronted babbler"
NA,"cyanoderma pyrrhops","black-chinned babbler"
"rucbab1","cyanoderma ruficeps","rufous-capped babbler"
"taiscb1","pomatorhinus musicus","taiwan scimitar-babbler"
NA,"pomatorhinus horsfieldii","indian scimitar-babbler"
NA,"erythrogenys erythrogenys","rusty-cheeked scimitar-babbler"
"sbsbab2","erythrogenys erythrocnemis","black-necklaced scimitar-babbler"
NA,"schoeniparus brunneus","dusky fulvetta"
NA,"pellorneum ruficeps","puff-throated babbler"
NA,"alcippe poioicephala","brown-cheeked fulvetta"
"gycful1","alcippe morrisonia","morrison's fulvetta"
NA,"grammatoptila striata","striated laughingthrush"
NA,"trochalopteron lineatum","streaked laughingthrush"
NA,"trochalopteron morrisonianum","white-whiskered laughingthrush"
NA,"trochalopteron erythrocephalum","chestnut-crowned laughingthrush"
NA,"heterophasia auricularis","white-eared sibia"
NA,"heterophasia capistrata","rufous sibia"
NA,"actinodura morrisoniana","taiwan barwing"
"reblei","leiothrix lutea","red-billed leiothrix"
NA,"liocichla steerii","steere's liocichla"
NA,"argya malcolmi","large gray babbler"
NA,"argya subrufa","rufous babbler"
"junbab2","argya striata","jungle babbler"
"yebbab1","argya affinis","yellow-billed babbler"
NA,"argya caudata","common babbler"
NA,"garrulax canorus","chinese hwamei"
NA,"garrulax taewanus","taiwan hwamei"
NA,"pterorhinus delesserti","wayanad laughingthrush"
NA,"pterorhinus chinensis","black-throated laughingthrush"
NA,"pterorhinus albogularis","white-throated laughingthrush"
NA,"pterorhinus ruficeps","rufous-crowned laughingthrush"
NA,"pterorhinus poecilorhynchus","rusty laughingthrush"
"goldcr1","regulus regulus","goldcrest"
NA,"regulus goodfellowi","flamecrest"
NA,"regulus ignicapilla","common firecrest"
NA,"tichodroma muraria","wallcreeper"
NA,"sitta frontalis","velvet-fronted nuthatch"
NA,"sitta krueperi","krüper's nuthatch"
NA,"sitta neumayer","western rock nuthatch"
NA,"sitta castanea","indian nuthatch"
NA,"sitta cinnamoventris","chestnut-bellied nuthatch"
NA,"sitta neglecta","burmese nuthatch"
NA,"sitta europaea","eurasian nuthatch"
"shttre1","certhia brachydactyla","short-toed treecreeper"
NA,"troglodytes troglodytes","eurasian wren"
"pacwre1","troglodytes pacificus","pacific wren"
NA,"cinclus cinclus","white-throated dipper"
NA,"cinclus pallasii","brown dipper"
NA,"aplonis panayensis","asian glossy starling"
"hilmyn","gracula religiosa","common hill myna"
NA,"gracula indica","southern hill myna"
"eursta","sturnus vulgaris","european starling"
NA,"pastor roseus","rosy starling"
NA,"gracupica nigricollis","black-collared starling"
NA,"gracupica contra","indian pied starling"
NA,"sturnia sinensis","white-shouldered starling"
"brasta1","sturnia pagodarum","brahminy starling"
NA,"sturnia malabarica","chestnut-tailed starling"
NA,"sturnia blythii","malabar starling"
NA,"spodiopsar sericeus","red-billed starling"
"whcsta1","spodiopsar cineraceus","white-cheeked starling"
"commyn","acridotheres tristis","common myna"
"banmyn1","acridotheres ginginianus","bank myna"
NA,"acridotheres fuscus","jungle myna"
NA,"acridotheres javanicus","javan myna"
NA,"acridotheres cristatellus","crested myna"
NA,"onychognathus morio","red-winged starling"
NA,"lamprotornis superbus","superb starling"
"lotmoc1","mimus longicaudatus","long-tailed mockingbird"
"gycthr","catharus minimus","gray-cheeked thrush"
NA,"geokichla citrina","orange-headed thrush"
NA,"turdus viscivorus","mistle thrush"
NA,"turdus philomelos","song thrush"
NA,"turdus iliacus","redwing"
"eurbla","turdus merula","eurasian blackbird"
NA,"turdus niveiceps","taiwan thrush"
NA,"turdus simillimus","indian blackbird"
NA,"turdus obscurus","eyebrowed thrush"
NA,"turdus chrysolaus","brown-headed thrush"
"palthr1","turdus pallidus","pale thrush"
NA,"turdus pilaris","fieldfare"
NA,"turdus torquatus","ring ouzel"
NA,"muscicapa griseisticta","gray-streaked flycatcher"
NA,"muscicapa ferruginea","ferruginous flycatcher"
NA,"muscicapa dauurica","asian brown flycatcher"
NA,"muscicapa muttui","brown-breasted flycatcher"
NA,"muscicapa striata","spotted flycatcher"
NA,"cercotrichas galactotes","rufous-tailed scrub-robin"
"indrob1","copsychus fulicatus","indian robin"
"magrob","copsychus saularis","oriental magpie-robin"
"whrsha","copsychus malabaricus","white-rumped shama"
NA,"eumyias thalassinus","verditer flycatcher"
NA,"cyornis tickelliae","tickell's blue flycatcher"
"eurrob1","erithacus rubecula","european robin"
NA,"brachypteryx goodfellowi","taiwan shortwing"
NA,"larvivora brunnea","indian blue robin"
NA,"irania gutturalis","white-throated robin"
NA,"luscinia luscinia","thrush nightingale"
"comnig1","luscinia megarhynchos","common nightingale"
"blueth","luscinia svecica","bluethroat"
NA,"myophonus horsfieldii","malabar whistling-thrush"
NA,"myophonus insularis","taiwan whistling-thrush"
NA,"myophonus caeruleus","blue whistling-thrush"
NA,"enicurus scouleri","little forktail"
NA,"calliope calliope","siberian rubythroat"
NA,"myiomela leucura","white-tailed robin"
NA,"tarsiger indicus","white-browed bush-robin"
NA,"tarsiger johnstoniae","collared bush-robin"
NA,"ficedula albicilla","taiga flycatcher"
NA,"ficedula parva","red-breasted flycatcher"
NA,"ficedula hypoleuca","european pied flycatcher"
NA,"ficedula albicollis","collared flycatcher"
NA,"phoenicurus frontalis","blue-fronted redstart"
NA,"phoenicurus fuliginosus","plumbeous redstart"
NA,"phoenicurus leucocephalus","white-capped redstart"
NA,"phoenicurus phoenicurus","common redstart"
"blared1","phoenicurus ochruros","black redstart"
"daured1","phoenicurus auroreus","daurian redstart"
NA,"monticola cinclorhyncha","blue-capped rock-thrush"
NA,"monticola saxatilis","rufous-tailed rock-thrush"
NA,"monticola solitarius","blue rock-thrush"
NA,"saxicola rubetra","whinchat"
NA,"saxicola rubicola","european stonechat"
NA,"saxicola maurus","siberian stonechat"
NA,"saxicola stejnegeri","amur stonechat"
NA,"saxicola caprata","pied bushchat"
NA,"saxicola ferreus","gray bushchat"
NA,"oenanthe oenanthe","northern wheatear"
NA,"oenanthe isabellina","isabelline wheatear"
NA,"oenanthe melanoleuca","eastern black-eared wheatear"
NA,"oenanthe fusca","brown rock chat"
"bohwax","bombycilla garrulus","bohemian waxwing"
NA,"dicaeum agile","thick-billed flowerpecker"
NA,"dicaeum erythrorhynchos","pale-billed flowerpecker"
NA,"dicaeum concolor","nilgiri flowerpecker"
NA,"dicaeum minullum","plain flowerpecker"
"pursun3","leptocoma zeylonica","purple-rumped sunbird"
NA,"leptocoma minima","crimson-backed sunbird"
NA,"cinnyris asiaticus","purple sunbird"
"lobsun2","cinnyris lotenius","loten's sunbird"
NA,"aethopyga nipalensis","green-tailed sunbird"
NA,"aethopyga siparaja","crimson sunbird"
NA,"arachnothera longirostra","little spiderhunter"
"asfblu1","irena puella","asian fairy-bluebird"
"jerlea1","chloropsis jerdoni","jerdon's leafbird"
NA,"chloropsis aurifrons","golden-fronted leafbird"
NA,"ploceus philippinus","baya weaver"
NA,"euplectes franciscanus","northern red bishop"
NA,"euodice malabarica","indian silverbill"
NA,"padda oryzivora","java sparrow"
"nutman","lonchura punctulata","scaly-breasted munia"
NA,"lonchura striata","white-rumped munia"
NA,"lonchura malacca","tricolored munia"
NA,"lonchura atricapilla","chestnut munia"
NA,"estrilda astrild","common waxbill"
"bubcor1","uraeginthus angolensis","southern cordonbleu"
NA,"vidua macroura","pin-tailed whydah"
NA,"prunella collaris","alpine accentor"
NA,"prunella modularis","dunnock"
"houspa","passer domesticus","house sparrow"
NA,"passer hispaniolensis","spanish sparrow"
"russpa2","passer cinnamomeus","russet sparrow"
"eutspa","passer montanus","eurasian tree sparrow"
NA,"gymnoris xanthocollis","yellow-throated sparrow"
NA,"montifringilla nivalis","white-winged snowfinch"
"grywag","motacilla cinerea","gray wagtail"
NA,"motacilla flava","western yellow wagtail"
NA,"motacilla tschutschensis","eastern yellow wagtail"
NA,"motacilla citreola","citrine wagtail"
NA,"motacilla maderaspatensis","white-browed wagtail"
NA,"motacilla alba","white wagtail"
NA,"anthus richardi","richard's pipit"
NA,"anthus rufulus","paddyfield pipit"
NA,"anthus campestris","tawny pipit"
NA,"anthus pratensis","meadow pipit"
NA,"anthus trivialis","tree pipit"
NA,"anthus hodgsoni","olive-backed pipit"
NA,"anthus cervinus","red-throated pipit"
NA,"anthus spinoletta","water pipit"
"amepip","anthus rubescens","american pipit"
"comcha","fringilla coelebs","common chaffinch"
NA,"fringilla montifringilla","brambling"
NA,"coccothraustes coccothraustes","hawfinch"
NA,"carpodacus erythrinus","common rosefinch"
NA,"carpodacus formosanus","taiwan rosefinch"
"pingro","pinicola enucleator","pine grosbeak"
NA,"pyrrhula nipalensis","brown bullfinch"
NA,"pyrrhula pyrrhula","eurasian bullfinch"
"gcrfin","leucosticte tephrocotis","gray-crowned rosy-finch"
NA,"chloris chloris","european greenfinch"
"origre","chloris sinica","oriental greenfinch"
NA,"crithagra mozambica","yellow-fronted canary"
NA,"linaria flavirostris","twite"
NA,"linaria cannabina","eurasian linnet"
"comred","acanthis flammea","common redpoll"
"hoared","acanthis hornemanni","hoary redpoll"
NA,"loxia pytyopsittacus","parrot crossbill"
"redcro","loxia curvirostra","red crossbill"
"whwcro","loxia leucoptera","white-winged crossbill"
"eurgol","carduelis carduelis","european goldfinch"
"eurser1","serinus serinus","european serin"
NA,"spinus spinus","eurasian siskin"
"amegfi","spinus tristis","american goldfinch"
"laplon","calcarius lapponicus","lapland longspur"
"snobun","plectrophenax nivalis","snow bunting"
NA,"plectrophenax hyperboreus","mckay's bunting"
NA,"emberiza melanocephala","black-headed bunting"
"corbun1","emberiza calandra","corn bunting"
NA,"emberiza cia","rock bunting"
NA,"emberiza cirlus","cirl bunting"
NA,"emberiza citrinella","yellowhammer"
NA,"emberiza hortulana","ortolan bunting"
NA,"emberiza caesia","cretzschmar's bunting"
NA,"emberiza schoeniclus","reed bunting"
NA,"emberiza aureola","yellow-breasted bunting"
NA,"emberiza pusilla","little bunting"
NA,"emberiza rustica","rustic bunting"
"whcspa","zonotrichia leucophrys","white-crowned sparrow"
"gocspa","zonotrichia atricapilla","golden-crowned sparrow"
"savspa","passerculus sandwichensis","savannah sparrow"
"whbbla2","leistes superciliaris","white-browed meadowlark"
"comyel","geothlypis trichas","common yellowthroat"
"yerwar","setophaga coronata","yellow-rumped warbler"
"wlswar","cardellina pusilla","wilson's warbler"
"norcar","cardinalis cardinalis","northern cardinal"
"reccar","paroaria coronata","red-crested cardinal"
"saffin","sicalis flaveola","saffron finch"
