"code","scientific_name","common_name"
"aldfly","empidonax alnorum","alder flycatcher"
"wilfly","empidonax traillii","willow flycatcher"
"leafly","empidonax minimus","least flycatcher"
"hamfly","empidonax hammondii","hammond's flycatcher"
NA,"empidonax flavescens","yellowish flycatcher"
NA,"empidonax fulvifrons","buff-breasted flycatcher"
NA,"empidonax atriceps","black-capped flycatcher"
"blkpho","sayornis nigricans","black phoebe"
"saypho","sayornis saya","say's phoebe"
NA,"sublegatus arenarum","northern scrub-flycatcher"
"verfly","pyrocephalus rubinus","vermilion flycatcher"
NA,"fluvicola pica","pied water-tyrant"
NA,"colonia colonus","long-tailed tyrant"
NA,"attila spadiceus","bright-rumped attila"
NA,"rhytipterna holerythra","rufous mourner"
NA,"myiarchus yucatanensis","yucatan flycatcher"
"ducfly","myiarchus tuberculifer","dusky-capped flycatcher"
NA,"myiarchus panamensis","panama flycatcher"
"astfly","myiarchus cinerascens","ash-throated flycatcher"
NA,"myiarchus nuttingi","nutting's flycatcher"
"grcfly","myiarchus crinitus","great crested flycatcher"
"bncfly","myiarchus tyrannulus","brown-crested flycatcher"
NA,"machetornis rixosa","cattle tyrant"
NA,"philohydor lictor","lesser kiskadee"
"grekis","pitangus sulphuratus","great kiskadee"
NA,"megarynchus pitangua","boat-billed flycatcher"
NA,"myiozetetes cayanensis","rusty-margined flycatcher"
"socfly1","myiozetetes similis","social flycatcher"
NA,"myiozetetes granadensis","gray-capped flycatcher"
"strfly1","myiodynastes maculatus","streaked flycatcher"
"subfly","myiodynastes luteiventris","sulphur-bellied flycatcher"
NA,"legatus leucophaius","piratic flycatcher"
NA,"empidonomus aurantioatrocristatus","crowned slaty flycatcher"
"trokin","tyrannus melancholicus","tropical kingbird"
"coukin","tyrannus couchii","couch's kingbird"
"caskin","tyrannus vociferans","cassin's kingbird"
"thbkin","tyrannus crassirostris","thick-billed kingbird"
"weskin","tyrannus verticalis","western kingbird"
"easkin","tyrannus tyrannus","eastern kingbird"
"grykin","tyrannus dominicensis","gray kingbird"
NA,"tyrannus caudifasciatus","loggerhead kingbird"
"sctfly","tyrannus forficatus","scissor-tailed flycatcher"
"fotfly","tyrannus savana","fork-tailed flycatcher"
NA,"cyclarhis gujanensis","rufous-browed peppershrike"
NA,"hylophilus flavipes","scrub greenlet"
NA,"vireolanius melitophrys","chestnut-sided shrike-vireo"
NA,"vireolanius pulchellus","green shrike-vireo"
NA,"tunchiornis ochraceiceps","tawny-crowned greenlet"
"lesgre1","pachysylvia decurtata","lesser greenlet"
"whevir","vireo griseus","white-eyed vireo"
NA,"vireo pallens","mangrove vireo"
"belvir","vireo bellii","bell's vireo"
"hutvir","vireo huttoni","hutton's vireo"
"yetvir","vireo flavifrons","yellow-throated vireo"
NA,"vireo carmioli","yellow-winged vireo"
"buhvir","vireo solitarius","blue-headed vireo"
"plsvir","vireo plumbeus","plumbeous vireo"
"phivir","vireo philadelphicus","philadelphia vireo"
"warvir","vireo gilvus","warbling vireo"
NA,"vireo leucophrys","brown-capped vireo"
"reevir1","vireo olivaceus","red-eyed vireo"
NA,"vireo flavoviridis","yellow-green vireo"
"bkwvir","vireo altiloquus","black-whiskered vireo"
NA,"vireo magister","yucatan vireo"
NA,"cyanolyca pumilo","black-throated jay"
NA,"cyanolyca argentigula","silvery-throated jay"
NA,"cyanolyca cucullata","azure-hooded jay"
"wtmjay1","calocitta formosa","white-throated magpie-jay"
"brnjay","psilorhinus morio","brown jay"
"blcjay1","cyanocorax affinis","black-chested jay"
"grnjay","cyanocorax yncas","green jay"
NA,"cyanocorax melanocyaneus","bushy-crested jay"
NA,"cyanocorax yucatanicus","yucatan jay"
"stejay","cyanocitta stelleri","steller's jay"
"comrav","corvus corax","common raven"
"banswa","riparia riparia","bank swallow"
"treswa","tachycineta bicolor","tree swallow"
NA,"tachycineta albiventer","white-winged swallow"
"manswa1","tachycineta albilinea","mangrove swallow"
"vigswa","tachycineta thalassina","violet-green swallow"
"purmar","progne subis","purple martin"
NA,"progne chalybea","gray-breasted martin"
NA,"progne elegans","southern martin"
"brcmar1","progne tapera","brown-chested martin"
"nrwswa","stelgidopteryx serripennis","northern rough-winged swallow"
NA,"stelgidopteryx ruficollis","southern rough-winged swallow"
NA,"atticora pileata","black-capped swallow"
"bawswa1","pygochelidon cyanoleuca","blue-and-white swallow"
"barswa","hirundo rustica","barn swallow"
"cliswa","petrochelidon pyrrhonota","cliff swallow"
"cavswa","petrochelidon fulva","cave swallow"
"bushti","psaltriparus minimus","bushtit"
"ruckin","corthylio calendula","ruby-crowned kinglet"
"gockin","regulus satrapa","golden-crowned kinglet"
"brncre","certhia americana","brown creeper"
NA,"microbates cinereiventris","tawny-faced gnatwren"
NA,"ramphocaenus melanurus","long-billed gnatwren"
NA,"polioptila bilineata","white-browed gnatcatcher"
"buggna","polioptila caerulea","blue-gray gnatcatcher"
NA,"polioptila albiloris","white-lored gnatcatcher"
"rocwre","salpinctes obsoletus","rock wren"
NA,"microcerculus philomela","nightingale wren"
NA,"microcerculus marginatus","scaly-breasted wren"
"houwre","troglodytes aedon","house wren"
NA,"troglodytes rufociliatus","rufous-browed wren"
NA,"troglodytes ochraceus","ochraceous wren"
NA,"thryorchilus browni","timberline wren"
"sedwre","cistothorus platensis","grass wren"
"carwre","thryothorus ludovicianus","carolina wren"
NA,"campylorhynchus albobrunneus","white-headed wren"
"runwre1","campylorhynchus rufinucha","rufous-naped wren"
NA,"campylorhynchus griseus","bicolored wren"
NA,"pheugopedius spadix","sooty-headed wren"
"rubwre1","pheugopedius rutilus","rufous-breasted wren"
"spbwre1","pheugopedius maculipectus","spot-breasted wren"
NA,"pheugopedius atrogularis","black-throated wren"
"banwre1","thryophilus pleurostictus","banded wren"
"rawwre1","thryophilus rufalbus","rufous-and-white wren"
NA,"cantorchilus thoracicus","stripe-breasted wren"
NA,"cantorchilus leucopogon","stripe-throated wren"
"plawre1","cantorchilus modestus","cabanis's wren"
NA,"cantorchilus zeledoni","canebrake wren"
NA,"cantorchilus leucotis","buff-breasted wren"
NA,"uropsila leucogastra","white-bellied wren"
NA,"henicorhina leucosticta","white-breasted wood-wren"
"gbwwre1","henicorhina leucophrys","gray-breasted wood-wren"
"amedip","cinclus mexicanus","american dipper"
"eursta","sturnus vulgaris","european starling"
NA,"melanotis hypoleucus","blue-and-white mockingbird"
NA,"melanoptila glabrirostris","black catbird"
"grycat","dumetella carolinensis","gray catbird"
"tromoc","mimus gilvus","tropical mockingbird"
"normoc","mimus polyglottos","northern mockingbird"
"easblu","sialia sialis","eastern bluebird"
"brbsol1","myadestes occidentalis","brown-backed solitaire"
NA,"myadestes melanops","black-faced solitaire"
NA,"myadestes unicolor","slate-colored solitaire"
NA,"catharus gracilirostris","black-billed nightingale-thrush"
NA,"catharus aurantiirostris","orange-billed nightingale-thrush"
NA,"catharus fuscater","slaty-backed nightingale-thrush"
NA,"catharus frantzii","ruddy-capped nightingale-thrush"
NA,"catharus mexicanus","black-headed nightingale-thrush"
NA,"catharus dryas","yellow-throated nightingale-thrush"
"veery","catharus fuscescens","veery"
"gycthr","catharus minimus","gray-cheeked thrush"
"swathr","catharus ustulatus","swainson's thrush"
"herthr","catharus guttatus","hermit thrush"
"woothr","hylocichla mustelina","wood thrush"
NA,"turdus plebejus","mountain thrush"
NA,"turdus assimilis","white-throated thrush"
"clcrob","turdus grayi","clay-colored thrush"
NA,"turdus infuscatus","black thrush"
NA,"turdus nigrescens","sooty thrush"
"amerob","turdus migratorius","american robin"
NA,"turdus rufopalliatus","rufous-backed robin"
NA,"turdus rufitorques","rufous-collared robin"
"relthr1","turdus plumbeus","red-legged thrush"
NA,"oenanthe oenanthe","northern wheatear"
"cedwax","bombycilla cedrorum","cedar waxwing"
NA,"phainoptila melanoxantha","black-and-yellow silky-flycatcher"
"grsfly1","ptiliogonys cinereus","gray silky-flycatcher"
NA,"ptiliogonys caudatus","long-tailed silky-flycatcher"
"oliwar","peucedramus taeniatus","olive warbler"
"nutman","lonchura punctulata","scaly-breasted munia"
NA,"lonchura malacca","tricolored munia"
"houspa","passer domesticus","house sparrow"
NA,"anthus cervinus","red-throated pipit"
"amepip","anthus rubescens","american pipit"
"eleeup1","chlorophonia elegantissima","elegant euphonia"
NA,"chlorophonia flavirostris","yellow-collared chlorophonia"
NA,"chlorophonia occipitalis","blue-crowned chlorophonia"
NA,"chlorophonia callophrys","golden-browed chlorophonia"
"screup1","euphonia affinis","scrub euphonia"
"yeceup1","euphonia luteicapilla","yellow-crowned euphonia"
"yeteup1","euphonia hirundinacea","yellow-throated euphonia"
NA,"euphonia laniirostris","thick-billed euphonia"
"olbeup1","euphonia gouldi","olive-backed euphonia"
NA,"coccothraustes abeillei","hooded grosbeak"
"houfin","haemorhous mexicanus","house finch"
"redcro","loxia curvirostra","red crossbill"
"pinsis","spinus pinus","pine siskin"
NA,"spinus notatus","black-headed siskin"
"lesgol","spinus psaltria","lesser goldfinch"
NA,"chlorospingus flavigularis","yellow-throated chlorospingus"
NA,"chlorospingus pileatus","sooty-capped chlorospingus"
"cobtan1","chlorospingus flavopectus","common chlorospingus"
"sthspa1","peucaea ruficauda","stripe-headed sparrow"
"graspa","ammodramus savannarum","grasshopper sparrow"
"olispa","arremonops rufivirgatus","olive sparrow"
NA,"arremonops chloronotus","green-backed sparrow"
NA,"arremonops conirostris","black-striped sparrow"
"chispa","spizella passerina","chipping sparrow"
"clcspa","spizella pallida","clay-colored sparrow"
"larspa","chondestes grammacus","lark sparrow"
NA,"arremon costaricensis","costa rican brushfinch"
"orbspa1","arremon aurantiirostris","orange-billed sparrow"
"ccbfin","arremon brunneinucha","chestnut-capped brushfinch"
"daejun","junco hyemalis","dark-eyed junco"
"yeejun","junco phaeonotus","yellow-eyed junco"
NA,"junco vulcani","volcano junco"
"rucspa1","zonotrichia capensis","rufous-collared sparrow"
"whcspa","zonotrichia leucophrys","white-crowned sparrow"
"whtspa","zonotrichia albicollis","white-throated sparrow"
"vesspa","pooecetes gramineus","vesper sparrow"
"savspa","passerculus sandwichensis","savannah sparrow"
"linspa","melospiza lincolnii","lincoln's sparrow"
NA,"pezopetes capitalis","large-footed finch"
NA,"melozone biarcuata","white-faced ground-sparrow"
NA,"aimophila rufescens","rusty sparrow"
"spotow","pipilo maculatus","spotted towhee"
NA,"atlapetes albinucha","white-naped brushfinch"
NA,"atlapetes tibialis","yellow-thighed brushfinch"
NA,"zeledonia coronata","wrenthrush"
"yebcha","icteria virens","yellow-breasted chat"
"yehbla","xanthocephalus xanthocephalus","yellow-headed blackbird"
"boboli","dolichonyx oryzivorus","bobolink"
"easmea","sturnella magna","eastern meadowlark"
NA,"leistes militaris","red-breasted meadowlark"
NA,"amblycercus holosericeus","yellow-billed cacique"
"yewcac1","cassiculus melanicterus","yellow-winged cacique"
"creoro1","psarocolius decumanus","crested oropendola"
"chhoro1","psarocolius wagleri","chestnut-headed oropendola"
"monoro1","psarocolius montezuma","montezuma oropendola"
NA,"cacicus uropygialis","scarlet-rumped cacique"
NA,"cacicus cela","yellow-rumped cacique"
NA,"icterus wagleri","black-vented oriole"
NA,"icterus maculialatus","bar-winged oriole"
NA,"icterus prosthemelas","black-cowled oriole"
"orcori","icterus spurius","orchard oriole"
"hooori","icterus cucullatus","hooded oriole"
"yebori1","icterus chrysater","yellow-backed oriole"
NA,"icterus mesomelas","yellow-tailed oriole"
NA,"icterus pustulatus","streak-backed oriole"
"bulori","icterus bullockii","bullock's oriole"
NA,"icterus auratus","orange oriole"
"spbori","icterus pectoralis","spot-breasted oriole"
"altori","icterus gularis","altamira oriole"
"balori","icterus galbula","baltimore oriole"
"scoori","icterus parisorum","scott's oriole"
"rewbla","agelaius phoeniceus","red-winged blackbird"
"shicow","molothrus bonariensis","shiny cowbird"
"brocow","molothrus aeneus","bronzed cowbird"
"bnhcow","molothrus ater","brown-headed cowbird"
NA,"molothrus oryzivorus","giant cowbird"
"melbla1","dives dives","melodious blackbird"
"grtgra","quiscalus mexicanus","great-tailed grackle"
NA,"quiscalus nicaraguensis","nicaraguan grackle"
NA,"quiscalus lugubris","carib grackle"
"ovenbi1","seiurus aurocapilla","ovenbird"
"woewar1","helmitheros vermivorum","worm-eating warbler"
"louwat","parkesia motacilla","louisiana waterthrush"
"norwat","parkesia noveboracensis","northern waterthrush"
"gowwar","vermivora chrysoptera","golden-winged warbler"
"buwwar","vermivora cyanoptera","blue-winged warbler"
"bawwar","mniotilta varia","black-and-white warbler"
"prowar","protonotaria citrea","prothonotary warbler"
"swawar","limnothlypis swainsonii","swainson's warbler"
NA,"oreothlypis superciliosa","crescent-chested warbler"
NA,"oreothlypis gutturalis","flame-throated warbler"
"tenwar","leiothlypis peregrina","tennessee warbler"
"orcwar","leiothlypis celata","orange-crowned warbler"
"naswar","leiothlypis ruficapilla","nashville warbler"
"virwar","leiothlypis virginiae","virginia's warbler"
"conwar","oporornis agilis","connecticut warbler"
NA,"geothlypis poliocephala","gray-crowned yellowthroat"
"macwar","geothlypis tolmiei","macgillivray's warbler"
"mouwar","geothlypis philadelphia","mourning warbler"
"kenwar","geothlypis formosa","kentucky warbler"
"comyel","geothlypis trichas","common yellowthroat"
"hoowar","setophaga citrina","hooded warbler"
"amered","setophaga ruticilla","american redstart"
"camwar","setophaga tigrina","cape may warbler"
"cerwar","setophaga cerulea","cerulean warbler"
"norpar","setophaga americana","northern parula"
"tropar","setophaga pitiayumi","tropical parula"
"magwar","setophaga magnolia","magnolia warbler"
"babwar","setophaga castanea","bay-breasted warbler"
"bkbwar","setophaga fusca","blackburnian warbler"
"yelwar","setophaga petechia","yellow warbler"
"chswar","setophaga pensylvanica","chestnut-sided warbler"
"bkpwar","setophaga striata","blackpoll warbler"
"btbwar","setophaga caerulescens","black-throated blue warbler"
"palwar","setophaga palmarum","palm warbler"
"pinwar","setophaga pinus","pine warbler"
"yerwar","setophaga coronata","yellow-rumped warbler"
"yetwar","setophaga dominica","yellow-throated warbler"
NA,"setophaga vitellina","vitelline warbler"
"prawar","setophaga discolor","prairie warbler"
"grawar","setophaga graciae","grace's warbler"
"btywar","setophaga nigrescens","black-throated gray warbler"
"towwar","setophaga townsendi","townsend's warbler"
"herwar","setophaga occidentalis","hermit warbler"
"gchwar","setophaga chrysoparia","golden-cheeked warbler"
"btnwar","setophaga virens","black-throated green warbler"
NA,"basileuterus lachrymosus","fan-tailed warbler"
NA,"basileuterus rufifrons","rufous-capped warbler"
"rucwar4","basileuterus delattrii","chestnut-capped warbler"
NA,"basileuterus melanogenys","black-cheeked warbler"
NA,"basileuterus belli","golden-browed warbler"
"gcrwar","basileuterus culicivorus","golden-crowned warbler"
NA,"basileuterus melanotis","costa rican warbler"
NA,"myiothlypis fulvicauda","buff-rumped warbler"
"canwar","cardellina canadensis","canada warbler"
"wlswar","cardellina pusilla","wilson's warbler"
"refwar","cardellina rubrifrons","red-faced warbler"
NA,"cardellina versicolor","pink-headed warbler"
"paired","myioborus pictus","painted redstart"
"sltred","myioborus miniatus","slate-throated redstart"
NA,"myioborus torquatus","collared redstart"
NA,"mitrospingus cassinii","dusky-faced tanager"
NA,"piranga roseogularis","rose-throated tanager"
"heptan","piranga flava","hepatic tanager"
"sumtan","piranga rubra","summer tanager"
"scatan","piranga olivacea","scarlet tanager"
"westan","piranga ludoviciana","western tanager"
NA,"piranga bidentata","flame-colored tanager"
NA,"piranga leucoptera","white-winged tanager"
NA,"habia rubica","red-crowned ant-tanager"
NA,"habia fuscicauda","red-throated ant-tanager"
NA,"habia atrimaxillaris","black-cheeked ant-tanager"
NA,"chlorothraupis carmioli","carmiol's tanager"
NA,"chlorothraupis olivacea","lemon-spectacled tanager"
NA,"caryothraustes poliogaster","black-faced grosbeak"
"norcar","cardinalis cardinalis","northern cardinal"
NA,"pheucticus chrysopeplus","yellow grosbeak"
NA,"pheucticus tibialis","black-thighed grosbeak"
"robgro","pheucticus ludovicianus","rose-breasted grosbeak"
"bkhgro","pheucticus melanocephalus","black-headed grosbeak"
NA,"granatellus sallaei","gray-throated chat"
NA,"cyanoloxia cyanoides","blue-black grosbeak"
"blubun","cyanocompsa parellina","blue bunting"
"blugrb1","passerina caerulea","blue grosbeak"
"lazbun","passerina amoena","lazuli bunting"
"indbun","passerina cyanea","indigo bunting"
"varbun","passerina versicolor","varied bunting"
"paibun","passerina ciris","painted bunting"
"dickci","spiza americana","dickcissel"
NA,"loriotus luctuosus","white-shouldered tanager"
NA,"tachyphonus delatrii","tawny-crested tanager"
NA,"tachyphonus rufus","white-lined tanager"
NA,"lanio aurantius","black-throated shrike-tanager"
NA,"lanio leucothorax","white-throated shrike-tanager"
NA,"ramphocelus sanguinolentus","crimson-collared tanager"
"y00599","ramphocelus passerinii","scarlet-rumped tanager"
"crbtan1","ramphocelus dimidiatus","crimson-backed tanager"
NA,"bangsia arcaei","blue-and-gold tanager"
"bugtan","thraupis episcopus","blue-gray tanager"
"yewtan1","thraupis abbas","yellow-winged tanager"
"paltan1","thraupis palmarum","palm tanager"
NA,"ixothraupis guttata","speckled tanager"
NA,"poecilostreptus cabanisi","azure-rumped tanager"
NA,"poecilostreptus palmeri","gray-and-gold tanager"
"gohtan1","stilpnia larvata","golden-hooded tanager"
NA,"tangara dowii","spangle-cheeked tanager"
NA,"tangara inornata","plain-colored tanager"
NA,"tangara lavinia","rufous-winged tanager"
NA,"tangara gyrola","bay-headed tanager"
NA,"tangara florida","emerald tanager"
"sittan1","tangara icterocephala","silver-throated tanager"
NA,"dacnis cayana","blue dacnis"
NA,"cyanerpes lucidus","shining honeycreeper"
"relhon1","cyanerpes cyaneus","red-legged honeycreeper"
"grehon1","chlorophanes spiza","green honeycreeper"
NA,"heterospingus rubrifrons","sulphur-rumped tanager"
NA,"heterospingus xanthopygius","scarlet-browed tanager"
NA,"chrysothlypis chrysomelas","black-and-yellow tanager"
NA,"diglossa baritula","cinnamon-bellied flowerpiercer"
NA,"diglossa plumbea","slaty flowerpiercer"
"saffin","sicalis flaveola","saffron finch"
"gryfin1","sicalis luteola","grassland yellow-finch"
NA,"volatinia jacarina","blue-black grassquit"
NA,"sporophila lineola","lined seedeater"
NA,"sporophila minuta","ruddy-breasted seedeater"
NA,"sporophila funerea","thick-billed seed-finch"
NA,"sporophila nuttingi","nicaraguan seed-finch"
"varsee3","sporophila corvina","variable seedeater"
"whcsee1","sporophila morelleti","morelet's seedeater"
NA,"sporophila nigricollis","yellow-bellied seedeater"
"banana","coereba flaveola","bananaquit"
"yefgra1","tiaris olivaceus","yellow-faced grassquit"
NA,"saltator maximus","buff-throated saltator"
"blhsal1","saltator atriceps","black-headed saltator"
NA,"saltator olivascens","olive-gray saltator"
"grasal2","saltator grandis","cinnamon-bellied saltator"
"strsal1","saltator striatipectus","streaked saltator"
NA,"saltator grossus","slate-colored grosbeak"
