"code","scientific_name","common_name"
"relthr1","turdus plumbeus","red-legged thrush"
"whrsha","copsychus malabaricus","white-rumped shama"
"eurrob1","erithacus rubecula","european robin"
"blueth","luscinia svecica","bluethroat"
"bohwax","bombycilla garrulus","bohemian waxwing"
"cedwax","bombycilla cedrorum","cedar waxwing"
"grsfly1","ptiliogonys cinereus","gray silky-flycatcher"
"phaino","phainopepla nitens","phainopepla"
"oliwar","peucedramus taeniatus","olive warbler"
"diafir1","stagonopleura guttata","diamond firetail"
"rebfir1","neochmia temporalis","red-browed firetail"
"dobfin1","stizoptera bichenovii","double-barred finch"
"nutman","lonchura punctulata","scaly-breasted munia"
"bubcor1","uraeginthus angolensis","southern cordonbleu"
"houspa","passer domesticus","house sparrow"
"eutspa","passer montanus","eurasian tree sparrow"
"grywag","motacilla cinerea","gray wagtail"
"amepip","anthus rubescens","american pipit"
"sprpip","anthus spragueii","sprague's pipit"
"comcha","fringilla coelebs","common chaffinch"
"eleeup1","chlorophonia elegantissima","elegant euphonia"
"screup1","euphonia affinis","scrub euphonia"
"yeceup1","euphonia luteicapilla","yellow-crowned euphonia"
"yeteup1","euphonia hirundinacea","yellow-throated euphonia"
"olbeup1","euphonia gouldi","olive-backed euphonia"
"evegro","coccothraustes vespertinus","evening grosbeak"
"pingro","pinicola enucleator","pine grosbeak"
"gcrfin","leucosticte tephrocotis","gray-crowned rosy-finch"
"bkrfin","leucosticte atrata","black rosy-finch"
"bcrfin","leucosticte australis","brown-capped rosy-finch"
"houfin","haemorhous mexicanus","house finch"
"purfin","haemorhous purpureus","purple finch"
"casfin","haemorhous cassinii","cassin's finch"
"origre","chloris sinica","oriental greenfinch"
"comred","acanthis flammea","common redpoll"
"hoared","acanthis hornemanni","hoary redpoll"
"redcro","loxia curvirostra","red crossbill"
"redcro9","loxia sinesciuris","cassia crossbill"
"whwcro","loxia leucoptera","white-winged crossbill"
"eurgol","carduelis carduelis","european goldfinch"
"eurser1","serinus serinus","european serin"
"pinsis","spinus pinus","pine siskin"
"lesgol","spinus psaltria","lesser goldfinch"
"lawgol","spinus lawrencei","lawrence's goldfinch"
"amegfi","spinus tristis","american goldfinch"
"laplon","calcarius lapponicus","lapland longspur"
"chclon","calcarius ornatus","chestnut-collared longspur"
"mcclon","rhynchophanes mccownii","thick-billed longspur"
"snobun","plectrophenax nivalis","snow bunting"
"cobtan1","chlorospingus flavopectus","common chlorospingus"
"ruwspa","peucaea carpalis","rufous-winged sparrow"
"sthspa1","peucaea ruficauda","stripe-headed sparrow"
"casspa","peucaea cassinii","cassin's sparrow"
"bacspa","peucaea aestivalis","bachman's sparrow"
"graspa","ammodramus savannarum","grasshopper sparrow"
"olispa","arremonops rufivirgatus","olive sparrow"
"chispa","spizella passerina","chipping sparrow"
"clcspa","spizella pallida","clay-colored sparrow"
"bkcspa","spizella atrogularis","black-chinned sparrow"
"fiespa","spizella pusilla","field sparrow"
"brespa","spizella breweri","brewer's sparrow"
"bktspa","amphispiza bilineata","black-throated sparrow"
"larspa","chondestes grammacus","lark sparrow"
"larbun","calamospiza melanocorys","lark bunting"
"orbspa1","arremon aurantiirostris","orange-billed sparrow"
"ccbfin","arremon brunneinucha","chestnut-capped brushfinch"
"amtspa","spizelloides arborea","american tree sparrow"
"foxspa","passerella iliaca","fox sparrow"
"daejun","junco hyemalis","dark-eyed junco"
"yeejun","junco phaeonotus","yellow-eyed junco"
"rucspa1","zonotrichia capensis","rufous-collared sparrow"
"whcspa","zonotrichia leucophrys","white-crowned sparrow"
"gocspa","zonotrichia atricapilla","golden-crowned sparrow"
"harspa","zonotrichia querula","harris's sparrow"
"whtspa","zonotrichia albicollis","white-throated sparrow"
"sagspa1","artemisiospiza nevadensis","sagebrush sparrow"
"belspa2","artemisiospiza belli","bell's sparrow"
"vesspa","pooecetes gramineus","vesper sparrow"
"lecspa","ammospiza leconteii","leconte's sparrow"
"seaspa","ammospiza maritima","seaside sparrow"
"nstspa","ammospiza nelsoni","nelson's sparrow"
"sstspa","ammospiza caudacuta","saltmarsh sparrow"
"savspa","passerculus sandwichensis","savannah sparrow"
"baispa","centronyx bairdii","baird's sparrow"
"henspa","centronyx henslowii","henslow's sparrow"
"sonspa","melospiza melodia","song sparrow"
"linspa","melospiza lincolnii","lincoln's sparrow"
"swaspa","melospiza georgiana","swamp sparrow"
"cantow","melozone fusca","canyon towhee"
"abetow","melozone aberti","abert's towhee"
"caltow","melozone crissalis","california towhee"
"rucspa","aimophila ruficeps","rufous-crowned sparrow"
"gnttow","pipilo chlorurus","green-tailed towhee"
"spotow","pipilo maculatus","spotted towhee"
"eastow","pipilo erythrophthalmus","eastern towhee"
"yebcha","icteria virens","yellow-breasted chat"
"yehbla","xanthocephalus xanthocephalus","yellow-headed blackbird"
"boboli","dolichonyx oryzivorus","bobolink"
"wesmea","sturnella neglecta","western meadowlark"
"easmea","sturnella magna","eastern meadowlark"
"lilmea2","sturnella lilianae","chihuahuan meadowlark"
"yewcac1","cassiculus melanicterus","yellow-winged cacique"
"creoro1","psarocolius decumanus","crested oropendola"
"chhoro1","psarocolius wagleri","chestnut-headed oropendola"
"monoro1","psarocolius montezuma","montezuma oropendola"
"orcori","icterus spurius","orchard oriole"
"hooori","icterus cucullatus","hooded oriole"
"yebori1","icterus chrysater","yellow-backed oriole"
"bulori","icterus bullockii","bullock's oriole"
"spbori","icterus pectoralis","spot-breasted oriole"
"altori","icterus gularis","altamira oriole"
"audori","icterus graduacauda","audubon's oriole"
"balori","icterus galbula","baltimore oriole"
"scoori","icterus parisorum","scott's oriole"
"rewbla","agelaius phoeniceus","red-winged blackbird"
"tribla","agelaius tricolor","tricolored blackbird"
"shicow","molothrus bonariensis","shiny cowbird"
"brocow","molothrus aeneus","bronzed cowbird"
"bnhcow","molothrus ater","brown-headed cowbird"
"melbla1","dives dives","melodious blackbird"
"rusbla","euphagus carolinus","rusty blackbird"
"brebla","euphagus cyanocephalus","brewer's blackbird"
"comgra","quiscalus quiscula","common grackle"
"botgra","quiscalus major","boat-tailed grackle"
"grtgra","quiscalus mexicanus","great-tailed grackle"
"gragra1","quiscalus niger","greater antillean grackle"
"ovenbi1","seiurus aurocapilla","ovenbird"
"woewar1","helmitheros vermivorum","worm-eating warbler"
"louwat","parkesia motacilla","louisiana waterthrush"
"norwat","parkesia noveboracensis","northern waterthrush"
"gowwar","vermivora chrysoptera","golden-winged warbler"
"buwwar","vermivora cyanoptera","blue-winged warbler"
"bawwar","mniotilta varia","black-and-white warbler"
"prowar","protonotaria citrea","prothonotary warbler"
"swawar","limnothlypis swainsonii","swainson's warbler"
"tenwar","leiothlypis peregrina","tennessee warbler"
"orcwar","leiothlypis celata","orange-crowned warbler"
"colwar","leiothlypis crissalis","colima warbler"
"lucwar","leiothlypis luciae","lucy's warbler"
"naswar","leiothlypis ruficapilla","nashville warbler"
"virwar","leiothlypis virginiae","virginia's warbler"
"conwar","oporornis agilis","connecticut warbler"
"macwar","geothlypis tolmiei","macgillivray's warbler"
"mouwar","geothlypis philadelphia","mourning warbler"
"kenwar","geothlypis formosa","kentucky warbler"
"comyel","geothlypis trichas","common yellowthroat"
"hoowar","setophaga citrina","hooded warbler"
"amered","setophaga ruticilla","american redstart"
"camwar","setophaga tigrina","cape may warbler"
"cerwar","setophaga cerulea","cerulean warbler"
"norpar","setophaga americana","northern parula"
"tropar","setophaga pitiayumi","tropical parula"
"magwar","setophaga magnolia","magnolia warbler"
"babwar","setophaga castanea","bay-breasted warbler"
"bkbwar","setophaga fusca","blackburnian warbler"
"yelwar","setophaga petechia","yellow warbler"
"chswar","setophaga pensylvanica","chestnut-sided warbler"
"bkpwar","setophaga striata","blackpoll warbler"
"btbwar","setophaga caerulescens","black-throated blue warbler"
"palwar","setophaga palmarum","palm warbler"
"pinwar","setophaga pinus","pine warbler"
"yerwar","setophaga coronata","yellow-rumped warbler"
"yetwar","setophaga dominica","yellow-throated warbler"
"prawar","setophaga discolor","prairie warbler"
"grawar","setophaga graciae","grace's warbler"
"btywar","setophaga nigrescens","black-throated gray warbler"
"towwar","setophaga townsendi","townsend's warbler"
"herwar","setophaga occidentalis","hermit warbler"
"gchwar","setophaga chrysoparia","golden-cheeked warbler"
"btnwar","setophaga virens","black-throated green warbler"
"rucwar4","basileuterus delattrii","chestnut-capped warbler"
"gcrwar","basileuterus culicivorus","golden-crowned warbler"
"canwar","cardellina canadensis","canada warbler"
"wlswar","cardellina pusilla","wilson's warbler"
"refwar","cardellina rubrifrons","red-faced warbler"
"paired","myioborus pictus","painted redstart"
"sltred","myioborus miniatus","slate-throated redstart"
"heptan","piranga flava","hepatic tanager"
"sumtan","piranga rubra","summer tanager"
"scatan","piranga olivacea","scarlet tanager"
"westan","piranga ludoviciana","western tanager"
"norcar","cardinalis cardinalis","northern cardinal"
"pyrrhu","cardinalis sinuatus","pyrrhuloxia"
"robgro","pheucticus ludovicianus","rose-breasted grosbeak"
"bkhgro","pheucticus melanocephalus","black-headed grosbeak"
"blubun","cyanocompsa parellina","blue bunting"
"blugrb1","passerina caerulea","blue grosbeak"
"lazbun","passerina amoena","lazuli bunting"
"indbun","passerina cyanea","indigo bunting"
"varbun","passerina versicolor","varied bunting"
"paibun","passerina ciris","painted bunting"
"dickci","spiza americana","dickcissel"
"reccar","paroaria coronata","red-crested cardinal"
"y00599","ramphocelus passerinii","scarlet-rumped tanager"
"crbtan1","ramphocelus dimidiatus","crimson-backed tanager"
"bugtan","thraupis episcopus","blue-gray tanager"
"yewtan1","thraupis abbas","yellow-winged tanager"
"paltan1","thraupis palmarum","palm tanager"
"gohtan1","stilpnia larvata","golden-hooded tanager"
"sittan1","tangara icterocephala","silver-throated tanager"
"relhon1","cyanerpes cyaneus","red-legged honeycreeper"
"grehon1","chlorophanes spiza","green honeycreeper"
"saffin","sicalis flaveola","saffron finch"
"gryfin1","sicalis luteola","grassland yellow-finch"
"varsee3","sporophila corvina","variable seedeater"
"whcsee1","sporophila morelleti","morelet's seedeater"
"banana","coereba flaveola","bananaquit"
"yefgra1","tiaris olivaceus","yellow-faced grassquit"
"blhsal1","saltator atriceps","black-headed saltator"
"grasal2","saltator grandis","cinnamon-bellied saltator"
"strsal1","saltator striatipectus","streaked saltator"
