"code","scientific_name","common_name"
NA,"myiornis atricapillus","black-capped pygmy-tyrant"
NA,"lophotriccus pileatus","scale-crested pygmy-tyrant"
NA,"hemitriccus margaritaceiventer","pearly-vented tody-tyrant"
NA,"poecilotriccus sylvia","slate-headed tody-flycatcher"
NA,"todirostrum cinereum","common tody-flycatcher"
NA,"todirostrum nigriceps","black-headed tody-flycatcher"
NA,"cnipodectes subbrunneus","brownish twistwing"
NA,"rhynchocyclus brevirostris","eye-ringed flatbill"
NA,"tolmomyias sulphurescens","yellow-olive flatbill"
NA,"ornithion brunneicapillus","brown-capped tyrannulet"
NA,"camptostoma obsoletum","southern beardless-tyrannulet"
"tuttyr1","anairetes parulus","tufted tit-tyrant"
NA,"capsiempis flaveola","yellow tyrannulet"
NA,"tyrannulus elatus","yellow-crowned tyrannulet"
NA,"myiopagis gaimardii","forest elaenia"
NA,"myiopagis viridicata","greenish elaenia"
"yebela1","elaenia flavogaster","yellow-bellied elaenia"
NA,"elaenia parvirostris","small-billed elaenia"
"whcela1","elaenia albiceps","white-crested elaenia"
"mouela1","elaenia frantzii","mountain elaenia"
"carela1","elaenia martinica","caribbean elaenia"
NA,"serpophaga nigricans","sooty tyrannulet"
NA,"serpophaga griseicapilla","straneck's tyrannulet"
"paltyr3","zimmerius parvus","mistletoe tyrannulet"
"goftyr1","zimmerius chrysops","golden-faced tyrannulet"
NA,"zimmerius gracilipes","slender-footed tyrannulet"
NA,"myiophobus fasciatus","bran-colored flycatcher"
NA,"lathrotriccus griseipectus","gray-breasted flycatcher"
NA,"aphanotriccus audax","black-billed flycatcher"
NA,"mitrephanes phaeocercus","tufted flycatcher"
"olsfly","contopus cooperi","olive-sided flycatcher"
"wewpew","contopus sordidulus","western wood-pewee"
"eawpew","contopus virens","eastern wood-pewee"
"acafly","empidonax virescens","acadian flycatcher"
"aldfly","empidonax alnorum","alder flycatcher"
"wilfly","empidonax traillii","willow flycatcher"
"blkpho","sayornis nigricans","black phoebe"
NA,"sublegatus arenarum","northern scrub-flycatcher"
"verfly","pyrocephalus rubinus","vermilion flycatcher"
"ausneg1","lessonia rufa","austral negrito"
NA,"hymenops perspicillatus","spectacled tyrant"
NA,"muscisaxicola maculirostris","spot-billed ground-tyrant"
NA,"muscisaxicola rufivertex","rufous-naped ground-tyrant"
NA,"muscisaxicola maclovianus","dark-faced ground-tyrant"
NA,"muscisaxicola albilora","white-browed ground-tyrant"
"fiediu1","pyrope pyrope","fire-eyed diucon"
NA,"xolmis irupero","white monjita"
NA,"agriornis micropterus","gray-bellied shrike-tyrant"
NA,"fluvicola pica","pied water-tyrant"
NA,"colorhamphus parvirostris","patagonian tyrant"
NA,"colonia colonus","long-tailed tyrant"
NA,"attila spadiceus","bright-rumped attila"
NA,"rhytipterna holerythra","rufous mourner"
"ducfly","myiarchus tuberculifer","dusky-capped flycatcher"
NA,"myiarchus panamensis","panama flycatcher"
"grcfly","myiarchus crinitus","great crested flycatcher"
"bncfly","myiarchus tyrannulus","brown-crested flycatcher"
NA,"machetornis rixosa","cattle tyrant"
NA,"philohydor lictor","lesser kiskadee"
"grekis","pitangus sulphuratus","great kiskadee"
NA,"megarynchus pitangua","boat-billed flycatcher"
NA,"myiozetetes cayanensis","rusty-margined flycatcher"
"socfly1","myiozetetes similis","social flycatcher"
NA,"myiozetetes granadensis","gray-capped flycatcher"
"strfly1","myiodynastes maculatus","streaked flycatcher"
"subfly","myiodynastes luteiventris","sulphur-bellied flycatcher"
NA,"legatus leucophaius","piratic flycatcher"
NA,"empidonomus aurantioatrocristatus","crowned slaty flycatcher"
NA,"tyrannus niveigularis","snowy-throated kingbird"
"trokin","tyrannus melancholicus","tropical kingbird"
"easkin","tyrannus tyrannus","eastern kingbird"
"grykin","tyrannus dominicensis","gray kingbird"
"sctfly","tyrannus forficatus","scissor-tailed flycatcher"
"fotfly","tyrannus savana","fork-tailed flycatcher"
NA,"cyclarhis gujanensis","rufous-browed peppershrike"
NA,"hylophilus flavipes","scrub greenlet"
NA,"tunchiornis ochraceiceps","tawny-crowned greenlet"
"lesgre1","pachysylvia decurtata","lesser greenlet"
"whevir","vireo griseus","white-eyed vireo"
"yetvir","vireo flavifrons","yellow-throated vireo"
"phivir","vireo philadelphicus","philadelphia vireo"
"warvir","vireo gilvus","warbling vireo"
NA,"vireo leucophrys","brown-capped vireo"
"reevir1","vireo olivaceus","red-eyed vireo"
"chivir1","vireo chivi","chivi vireo"
NA,"vireo flavoviridis","yellow-green vireo"
"bkwvir","vireo altiloquus","black-whiskered vireo"
"blcjay1","cyanocorax affinis","black-chested jay"
"grnjay","cyanocorax yncas","green jay"
NA,"cyanocorax chrysops","plush-crested jay"
"houcro1","corvus splendens","house crow"
NA,"corvus macrorhynchos","large-billed crow"
"horlar","eremophila alpestris","horned lark"
"banswa","riparia riparia","bank swallow"
"treswa","tachycineta bicolor","tree swallow"
NA,"tachycineta albiventer","white-winged swallow"
NA,"tachycineta leucorrhoa","white-rumped swallow"
"chiswa1","tachycineta leucopyga","chilean swallow"
"manswa1","tachycineta albilinea","mangrove swallow"
"purmar","progne subis","purple martin"
NA,"progne dominicensis","caribbean martin"
NA,"progne chalybea","gray-breasted martin"
NA,"progne elegans","southern martin"
"brcmar1","progne tapera","brown-chested martin"
"nrwswa","stelgidopteryx serripennis","northern rough-winged swallow"
NA,"stelgidopteryx ruficollis","southern rough-winged swallow"
"bawswa1","pygochelidon cyanoleuca","blue-and-white swallow"
NA,"orochelidon murina","brown-bellied swallow"
"barswa","hirundo rustica","barn swallow"
"cliswa","petrochelidon pyrrhonota","cliff swallow"
"cavswa","petrochelidon fulva","cave swallow"
NA,"microbates cinereiventris","tawny-faced gnatwren"
NA,"ramphocaenus melanurus","long-billed gnatwren"
NA,"polioptila dumicola","masked gnatcatcher"
NA,"polioptila plumbea","tropical gnatcatcher"
NA,"polioptila bilineata","white-browed gnatcatcher"
NA,"microcerculus marginatus","scaly-breasted wren"
"houwre","troglodytes aedon","house wren"
NA,"troglodytes ochraceus","ochraceous wren"
"sedwre","cistothorus platensis","grass wren"
NA,"campylorhynchus albobrunneus","white-headed wren"
NA,"campylorhynchus griseus","bicolored wren"
NA,"campylorhynchus turdinus","thrush-like wren"
NA,"pheugopedius spadix","sooty-headed wren"
"rubwre1","pheugopedius rutilus","rufous-breasted wren"
"rawwre1","thryophilus rufalbus","rufous-and-white wren"
NA,"cantorchilus leucopogon","stripe-throated wren"
NA,"cantorchilus leucotis","buff-breasted wren"
NA,"henicorhina leucosticta","white-breasted wood-wren"
"gbwwre1","henicorhina leucophrys","gray-breasted wood-wren"
"hilmyn","gracula religiosa","common hill myna"
"eursta","sturnus vulgaris","european starling"
"commyn","acridotheres tristis","common myna"
NA,"acridotheres cristatellus","crested myna"
"grycat","dumetella carolinensis","gray catbird"
NA,"margarops fuscatus","pearly-eyed thrasher"
"brnthr","toxostoma rufum","brown thrasher"
NA,"mimus thenca","chilean mockingbird"
NA,"mimus patagonicus","patagonian mockingbird"
NA,"mimus saturninus","chalk-browed mockingbird"
NA,"mimus triurus","white-banded mockingbird"
"lotmoc1","mimus longicaudatus","long-tailed mockingbird"
"tromoc","mimus gilvus","tropical mockingbird"
"andsol1","myadestes ralloides","andean solitaire"
NA,"catharus aurantiirostris","orange-billed nightingale-thrush"
NA,"catharus fuscater","slaty-backed nightingale-thrush"
NA,"catharus maculatus","speckled nightingale-thrush"
"veery","catharus fuscescens","veery"
"gycthr","catharus minimus","gray-cheeked thrush"
"swathr","catharus ustulatus","swainson's thrush"
"woothr","hylocichla mustelina","wood thrush"
NA,"turdus leucomelas","pale-breasted thrush"
NA,"turdus flavipes","yellow-legged thrush"
NA,"turdus assimilis","white-throated thrush"
NA,"turdus rufiventris","rufous-bellied thrush"
"clcrob","turdus grayi","clay-colored thrush"
NA,"turdus nudigenis","spectacled thrush"
"austhr1","turdus falcklandii","austral thrush"
"grethr1","turdus fuscater","great thrush"
NA,"turdus chiguanco","chiguanco thrush"
NA,"oenanthe oenanthe","northern wheatear"
"cedwax","bombycilla cedrorum","cedar waxwing"
NA,"padda oryzivora","java sparrow"
"nutman","lonchura punctulata","scaly-breasted munia"
NA,"lonchura striata","white-rumped munia"
NA,"lonchura malacca","tricolored munia"
NA,"lonchura atricapilla","chestnut munia"
NA,"estrilda astrild","common waxbill"
"houspa","passer domesticus","house sparrow"
NA,"passer italiae","italian sparrow"
NA,"motacilla alba","white wagtail"
NA,"anthus cervinus","red-throated pipit"
"corpip1","anthus correndera","correndera pipit"
NA,"chlorophonia cyanocephala","golden-rumped euphonia"
NA,"chlorophonia flavirostris","yellow-collared chlorophonia"
NA,"euphonia chlorotica","purple-throated euphonia"
NA,"euphonia trinitatis","trinidad euphonia"
NA,"euphonia laniirostris","thick-billed euphonia"
NA,"chloris chloris","european greenfinch"
"eurgol","carduelis carduelis","european goldfinch"
"lesgol","spinus psaltria","lesser goldfinch"
NA,"spinus magellanicus","hooded siskin"
"blcsis2","spinus barbatus","black-chinned siskin"
NA,"chlorospingus flavigularis","yellow-throated chlorospingus"
"cobtan1","chlorospingus flavopectus","common chlorospingus"
"graspa","ammodramus savannarum","grasshopper sparrow"
NA,"ammodramus humeralis","grassland sparrow"
NA,"arremonops conirostris","black-striped sparrow"
"orbspa1","arremon aurantiirostris","orange-billed sparrow"
"ccbfin","arremon brunneinucha","chestnut-capped brushfinch"
"rucspa1","zonotrichia capensis","rufous-collared sparrow"
"whcspa","zonotrichia leucophrys","white-crowned sparrow"
"whtspa","zonotrichia albicollis","white-throated sparrow"
NA,"atlapetes albinucha","white-naped brushfinch"
NA,"atlapetes flaviceps","yellow-headed brushfinch"
"yehbla","xanthocephalus xanthocephalus","yellow-headed blackbird"
"boboli","dolichonyx oryzivorus","bobolink"
"easmea","sturnella magna","eastern meadowlark"
NA,"leistes militaris","red-breasted meadowlark"
"whbbla2","leistes superciliaris","white-browed meadowlark"
"lotmea1","leistes loyca","long-tailed meadowlark"
NA,"amblycercus holosericeus","yellow-billed cacique"
"creoro1","psarocolius decumanus","crested oropendola"
"chhoro1","psarocolius wagleri","chestnut-headed oropendola"
NA,"cacicus solitarius","solitary black cacique"
NA,"cacicus uropygialis","scarlet-rumped cacique"
NA,"cacicus cela","yellow-rumped cacique"
NA,"cacicus haemorrhous","red-rumped cacique"
"orcori","icterus spurius","orchard oriole"
"yebori1","icterus chrysater","yellow-backed oriole"
NA,"icterus mesomelas","yellow-tailed oriole"
NA,"icterus pyrrhopterus","variable oriole"
NA,"icterus icterus","venezuelan troupial"
NA,"icterus nigrogularis","yellow oriole"
"balori","icterus galbula","baltimore oriole"
"scrcow1","molothrus rufoaxillaris","screaming cowbird"
"shicow","molothrus bonariensis","shiny cowbird"
"brocow","molothrus aeneus","bronzed cowbird"
NA,"molothrus oryzivorus","giant cowbird"
"scrbla1","dives warczewiczi","scrub blackbird"
"grtgra","quiscalus mexicanus","great-tailed grackle"
NA,"quiscalus lugubris","carib grackle"
NA,"hypopyrrhus pyrohypogaster","red-bellied grackle"
"ausbla1","curaeus curaeus","austral blackbird"
NA,"agelaioides badius","grayish baywing"
NA,"chrysomus ruficapillus","chestnut-capped blackbird"
NA,"pseudoleistes virescens","brown-and-yellow marshbird"
"ovenbi1","seiurus aurocapilla","ovenbird"
"woewar1","helmitheros vermivorum","worm-eating warbler"
"louwat","parkesia motacilla","louisiana waterthrush"
"norwat","parkesia noveboracensis","northern waterthrush"
"gowwar","vermivora chrysoptera","golden-winged warbler"
"buwwar","vermivora cyanoptera","blue-winged warbler"
"bawwar","mniotilta varia","black-and-white warbler"
"prowar","protonotaria citrea","prothonotary warbler"
"swawar","limnothlypis swainsonii","swainson's warbler"
"tenwar","leiothlypis peregrina","tennessee warbler"
"naswar","leiothlypis ruficapilla","nashville warbler"
"conwar","oporornis agilis","connecticut warbler"
"mouwar","geothlypis philadelphia","mourning warbler"
"kenwar","geothlypis formosa","kentucky warbler"
"comyel","geothlypis trichas","common yellowthroat"
"hoowar","setophaga citrina","hooded warbler"
"amered","setophaga ruticilla","american redstart"
"camwar","setophaga tigrina","cape may warbler"
"cerwar","setophaga cerulea","cerulean warbler"
"norpar","setophaga americana","northern parula"
"tropar","setophaga pitiayumi","tropical parula"
"magwar","setophaga magnolia","magnolia warbler"
"babwar","setophaga castanea","bay-breasted warbler"
"bkbwar","setophaga fusca","blackburnian warbler"
"yelwar","setophaga petechia","yellow warbler"
"chswar","setophaga pensylvanica","chestnut-sided warbler"
"bkpwar","setophaga striata","blackpoll warbler"
"btbwar","setophaga caerulescens","black-throated blue warbler"
"palwar","setophaga palmarum","palm warbler"
"pinwar","setophaga pinus","pine warbler"
"yerwar","setophaga coronata","yellow-rumped warbler"
"yetwar","setophaga dominica","yellow-throated warbler"
"prawar","setophaga discolor","prairie warbler"
"btnwar","setophaga virens","black-throated green warbler"
"rucwar4","basileuterus delattrii","chestnut-capped warbler"
"gcrwar","basileuterus culicivorus","golden-crowned warbler"
NA,"basileuterus tristriatus","three-striped warbler"
"citwar1","myiothlypis luteoviridis","citrine warbler"
NA,"myiothlypis leucophrys","white-striped warbler"
NA,"myiothlypis flaveola","flavescent warbler"
NA,"myiothlypis leucoblephara","white-browed warbler"
NA,"myiothlypis signata","pale-legged warbler"
NA,"myiothlypis nigrocristata","black-crested warbler"
NA,"myiothlypis fulvicauda","buff-rumped warbler"
NA,"myiothlypis rivularis","riverbank warbler"
NA,"myiothlypis bivittata","two-banded warbler"
NA,"myiothlypis cinereicollis","gray-throated warbler"
NA,"myiothlypis conspicillata","white-lored warbler"
NA,"myiothlypis fraseri","gray-and-gold warbler"
NA,"myiothlypis coronata","russet-crowned warbler"
"canwar","cardellina canadensis","canada warbler"
"wlswar","cardellina pusilla","wilson's warbler"
"sltred","myioborus miniatus","slate-throated redstart"
NA,"myioborus brunniceps","brown-capped redstart"
NA,"myioborus ornatus","golden-fronted redstart"
NA,"myioborus melanocephalus","spectacled redstart"
NA,"myioborus albifrons","white-fronted redstart"
NA,"mitrospingus cassinii","dusky-faced tanager"
"heptan","piranga flava","hepatic tanager"
"sumtan","piranga rubra","summer tanager"
"scatan","piranga olivacea","scarlet tanager"
"westan","piranga ludoviciana","western tanager"
NA,"piranga leucoptera","white-winged tanager"
NA,"habia rubica","red-crowned ant-tanager"
NA,"habia fuscicauda","red-throated ant-tanager"
NA,"habia cristata","crested ant-tanager"
NA,"chlorothraupis carmioli","carmiol's tanager"
NA,"chlorothraupis olivacea","lemon-spectacled tanager"
"robgro","pheucticus ludovicianus","rose-breasted grosbeak"
"bkhgro","pheucticus melanocephalus","black-headed grosbeak"
NA,"cyanoloxia cyanoides","blue-black grosbeak"
NA,"cyanoloxia brissonii","ultramarine grosbeak"
"blugrb1","passerina caerulea","blue grosbeak"
"indbun","passerina cyanea","indigo bunting"
"dickci","spiza americana","dickcissel"
"reccar","paroaria coronata","red-crested cardinal"
NA,"paroaria capitata","yellow-billed cardinal"
NA,"microspingus melanoleucus","black-capped warbling finch"
NA,"loriotus luctuosus","white-shouldered tanager"
NA,"tachyphonus delatrii","tawny-crested tanager"
NA,"tachyphonus rufus","white-lined tanager"
NA,"ramphocelus carbo","silver-beaked tanager"
"crbtan1","ramphocelus dimidiatus","crimson-backed tanager"
NA,"bangsia arcaei","blue-and-gold tanager"
NA,"bangsia melanochlamys","black-and-gold tanager"
NA,"bangsia edwardsi","moss-backed tanager"
NA,"bangsia aureocincta","gold-ringed tanager"
NA,"rauenia bonariensis","blue-and-yellow tanager"
"bugtan","thraupis episcopus","blue-gray tanager"
NA,"thraupis glaucocolpa","glaucous tanager"
NA,"thraupis cyanoptera","azure-shouldered tanager"
NA,"thraupis ornata","golden-chevroned tanager"
"paltan1","thraupis palmarum","palm tanager"
NA,"ixothraupis guttata","speckled tanager"
NA,"poecilostreptus palmeri","gray-and-gold tanager"
"blctan1","stilpnia heinei","black-capped tanager"
"scrtan1","stilpnia vitriolina","scrub tanager"
"gohtan1","stilpnia larvata","golden-hooded tanager"
NA,"tangara inornata","plain-colored tanager"
NA,"tangara chilensis","paradise tanager"
NA,"tangara lavinia","rufous-winged tanager"
NA,"tangara gyrola","bay-headed tanager"
"goltan1","tangara arthus","golden tanager"
NA,"tangara florida","emerald tanager"
"sittan1","tangara icterocephala","silver-throated tanager"
NA,"dacnis cayana","blue dacnis"
NA,"cyanerpes lucidus","shining honeycreeper"
"relhon1","cyanerpes cyaneus","red-legged honeycreeper"
"grehon1","chlorophanes spiza","green honeycreeper"
NA,"heterospingus xanthopygius","scarlet-browed tanager"
NA,"chrysothlypis chrysomelas","black-and-yellow tanager"
"blkflo1","diglossa humeralis","black flowerpiercer"
NA,"phrygilus gayi","gray-hooded sierra finch"
"codfin1","diuca diuca","diuca finch"
NA,"rhopospina alaudina","band-tailed sierra finch"
NA,"poospiza hispaniolensis","collared warbling finch"
"saffin","sicalis flaveola","saffron finch"
"gryfin1","sicalis luteola","grassland yellow-finch"
NA,"sicalis taczanowskii","sulphur-throated finch"
"grpfin1","embernagra platensis","great pampa-finch"
NA,"volatinia jacarina","blue-black grassquit"
NA,"sporophila lineola","lined seedeater"
NA,"sporophila minuta","ruddy-breasted seedeater"
NA,"sporophila funerea","thick-billed seed-finch"
"varsee3","sporophila corvina","variable seedeater"
NA,"sporophila luctuosa","black-and-white seedeater"
NA,"sporophila nigricollis","yellow-bellied seedeater"
NA,"sporophila caerulescens","double-collared seedeater"
NA,"catamenia analis","band-tailed seedeater"
"recfin1","coryphospingus cucullatus","red-crested finch"
NA,"rhodospingus cruentus","crimson-breasted finch"
"banana","coereba flaveola","bananaquit"
"yefgra1","tiaris olivaceus","yellow-faced grassquit"
NA,"melanospiza bicolor","black-faced grassquit"
NA,"saltator maximus","buff-throated saltator"
NA,"saltator olivascens","olive-gray saltator"
NA,"saltator coerulescens","bluish-gray saltator"
"strsal1","saltator striatipectus","streaked saltator"
"grwsal1","saltator similis","green-winged saltator"
NA,"saltator aurantiirostris","golden-billed saltator"
NA,"saltator grossus","slate-colored grosbeak"
